id_planeta,id_mineral,cantidad_disponible,pureza
1180,1239,4611.221,0.692
1180,912,435088.02,0.973
1180,1600,598744.215,0.933
1180,1393,404249.621,0.252
1181,185,337627.195,0.395
1181,1703,553635.278,0.348
1181,1432,357969.496,0.707
1181,227,709636.993,0.87
1182,740,257604.042,0.6
1182,1288,971488.085,0.961
1183,657,354674.096,0.658
1183,1885,774458.271,0.284
1183,215,356420.539,0.125
1183,1046,516802.108,0.288
1183,1710,679602.055,0.66
1184,1956,667918.891,0.799
1185,969,618097.338,0.65
1185,1365,357648.268,0.673
1185,1966,20339.774,0.674
1185,1751,458128.537,0.747
1185,929,385366.422,0.512
1186,656,257035.479,0.23
1186,440,104770.396,0.098
1187,317,678628.053,0.546
1188,753,215066.492,0.509
1188,1958,384539.856,0.269
1188,361,529490.938,0.574
1188,340,321970.485,0.782
1188,702,334149.034,0.327
1188,1289,510458.537,0.894
1189,1567,613778.075,0.861
1189,856,668095.203,0.552
1189,1690,109005.77,0.262
1189,482,274988.172,0.773
1189,20,770568.224,0.512
1189,1607,847926.447,0.706
1190,1451,991850.354,0.949
1190,86,535402.435,0.529
1191,1894,306847.871,0.707
1191,1707,663908.991,0.08
1191,222,250071.143,0.211
1191,150,542597.493,0.238
1191,257,642922.69,0.597
1191,1519,488679.89,0.548
1192,20,708082.954,0.71
1192,805,57756.82,0.262
1193,336,204849.001,0.601
1193,283,290518.698,0.181
1193,256,138333.358,0.664
1193,723,98612.295,0.812
1194,1257,666231.883,0.461
1194,3,3528.542,0.153
1194,1664,560803.4,0.683
1194,929,38069.97,0.678
1194,237,735062.675,0.326
1195,225,204367.764,0.5
1195,80,365287.097,0.596
1195,315,908168.967,0.63
1195,1524,181990.029,0.74
1195,1446,469789.163,0.591
1196,453,60345.57,0.37
1196,954,888956.496,0.872
1196,1361,702440.868,0.234
1196,1359,454670.362,0.454
1197,1001,577515.439,0.658
1197,1583,730788.81,0.34
1197,998,242972.588,0.72
1197,1572,506707.608,0.903
1197,272,527994.337,0.528
1197,1447,345524.999,0.136
1198,261,456176.828,0.622
1199,1193,740334.694,0.563
1199,1883,5854.995,0.32
1199,1775,374072.879,0.51
1199,1387,332906.597,0.31
1200,224,939281.458,0.955
1200,745,359024.122,0.535
1200,1647,282310.613,0.234
1200,195,839988.938,0.449
1200,222,563487.246,0.353
