genero,plataforma,idioma,dia_lanzamiento,anno_lanzamiento,duracion_seg,tempo_bpm,energia,valencia,bailabilidad,instrumentalidad,loudness_db,popularidad_artista,num_colaboraciones,semanas_en_charts,reproducciones_millones,gastos_produccion_usd,sello_discografico,streams_categoria
R&B,Spotify,Frances,Lunes,2022,186,96,0.424,0.25,0.497,0.076,-7.0,5,3,3,20.39,462673.0,Sony,0
Metal,Apple Music,Portugues,Martes,2024,184,140,0.326,0.618,0.347,0.525,-8.1,72,0,21,17.49,71027.0,Universal,1
Electronica,YouTube Music,Frances,Sabado,2022,169,94,0.7,0.248,0.353,0.178,-12.5,22,0,31,4.9,136027.0,Warner,0
Pop,Apple Music,Ingles,Viernes,2017,245,104,0.436,0.808,0.575,0.126,-9.0,24,0,29,0.03,,,0
Pop,Apple Music,Frances,Viernes,2022,171,120,0.922,0.456,0.548,0.078,-10.3,78,0,44,0.72,,Independiente,2
R&B,Spotify,Ingles,Domingo,2018,204,135,0.868,0.185,0.673,0.085,-4.5,100,1,48,0.72,232830.0,,2
Electronica,Apple Music,Frances,Viernes,2020,196,123,0.536,0.089,0.739,0.024,-10.4,14,0,38,4.42,490814.0,Sony,0
Pop,Apple Music,Espanol,Lunes,2019,189,94,0.936,0.273,0.785,0.041,-6.6,57,1,3,9.68,491589.0,Universal,1
Pop,YouTube Music,Ingles,Jueves,2013,200,108,0.28,0.308,0.678,0.015,-8.6,12,0,39,1.13,73536.0,Warner,0
Electronica,YouTube Music,Portugues,Sabado,2011,193,103,0.654,0.893,0.446,0.059,-13.3,81,1,24,11.21,218260.0,Independiente,2
Pop,Spotify,Espanol,Domingo,2013,273,138,0.508,0.368,0.447,0.402,-16.0,72,2,41,3.84,67493.0,Universal,2
Pop,Spotify,Ingles,Domingo,2011,227,133,0.526,0.882,0.669,0.358,-7.8,21,0,38,18.27,220781.0,Warner,3
Reggaeton,Tidal,Portugues,Lunes,2013,213,93,0.743,0.576,0.885,0.02,-8.7,50,0,34,15.29,93329.0,Warner,3
Jazz,Apple Music,Espanol,Miercoles,2020,193,113,0.84,0.353,0.498,0.04,-14.2,2,0,31,7.27,327730.0,Sony,0
Electronica,Tidal,Ingles,Martes,2013,159,122,0.623,0.538,0.884,0.052,-3.7,99,0,21,4.21,461501.0,Warner,2
Rock,Spotify,Ingles,Martes,2017,184,88,0.886,0.663,0.194,0.187,-6.8,34,0,44,7.28,198917.0,Independiente,1
Jazz,Apple Music,Ingles,Sabado,2016,209,138,0.238,0.501,0.635,0.101,-9.4,89,0,50,10.56,119260.0,Independiente,2
Rock,Apple Music,Espanol,Lunes,2011,207,122,0.702,0.617,0.909,0.161,-7.3,18,0,19,0.16,166590.0,Universal,0
Rock,Tidal,Espanol,Jueves,2020,216,132,0.65,0.715,0.755,0.204,-4.1,13,0,2,9.86,212257.0,Sony,0
Metal,Spotify,Espanol,Viernes,2014,268,88,0.521,0.218,0.757,0.309,<null>,79,1,43,6.03,440307.0,Independiente,2
Electronica,Spotify,Espanol,Sabado,2020,192,117,0.34,0.487,0.575,0.131,-6.4,97,0,49,7.88,214158.0,Sony,2
R&B,Apple Music,Espanol,Sabado,2021,266,115,0.725,0.092,0.609,0.113,-5.2,0,1,38,18.03,28929.0,Sony,1
Electronica,Tidal,Ingles,Miercoles,2022,201,99,0.618,0.392,0.835,0.136,-1.8,25,0,8,11.38,373974.0,Universal,0
Reggaeton,Deezer,Ingles,Miercoles,2012,217,112,0.301,0.457,0.787,0.125,-6.7,49,0,8,0.73,25723.0,Universal,0
Pop,Deezer,Portugues,Domingo,2020,206,136,0.326,0.188,0.428,0.201,-12.4,30,1,38,17.39,282700.0,Warner,2
Hip-Hop,Deezer,Espanol,Domingo,2011,263,99,0.863,0.402,0.497,<null>,-7.2,4,1,27,8.77,452574.0,Universal,2
Rock,Spotify,Ingles,Sabado,2016,176,117,0.757,0.36,0.886,0.077,-5.2,53,0,48,11.3,8302.0,Universal,2
Rock,Spotify,Espanol,Domingo,2012,241,148,0.655,0.283,0.583,0.122,-6.6,56,0,24,17.06,259845.0,Sony,2
Cumbia,Spotify,Portugues,Martes,2010,279,84,0.452,0.091,0.488,0.47,-6.9,75,0,8,3.62,9529.0,Warner,0
Hip-Hop,Spotify,Ingles,Sabado,2015,205,117,0.436,0.222,0.556,0.074,-5.4,34,0,46,6.42,384690.0,Independiente,1
R&B,YouTube Music,Frances,Jueves,2010,94,104,0.685,0.061,0.866,0.183,2.0,43,1,44,3.78,108110.0,Independiente,0
Electronica,Tidal,Espanol,Viernes,2013,165,128,0.68,0.382,0.779,0.352,-7.5,42,0,22,2.53,220652.0,Sony,0
Clasica,Spotify,Ingles,Domingo,2020,192,113,0.52,0.575,0.767,0.11,-5.0,9,1,45,7.07,78205.0,Universal,1
Reggaeton,YouTube Music,Ingles,Martes,2022,225,137,0.358,0.297,0.58,0.001,-7.1,23,3,44,5.88,78007.0,Universal,1
Reggaeton,Tidal,Portugues,Jueves,2021,262,127,0.755,0.205,0.328,0.115,-8.9,47,1,8,3.65,296604.0,Independiente,0
Reggaeton,Apple Music,Ingles,Viernes,2016,205,122,0.524,0.273,0.751,0.027,-7.8,72,1,44,3.53,450589.0,Sony,2
Pop,Spotify,Ingles,Lunes,2013,192,134,0.552,0.648,0.524,0.067,-1.3,70,2,26,6.65,410469.0,Universal,2
Jazz,Apple Music,Espanol,Jueves,2016,236,113,0.894,0.335,0.607,0.441,-12.2,46,0,22,7.02,311450.0,Universal,1
Rock,Spotify,Ingles,Sabado,2019,203,106,0.552,0.633,0.838,0.103,-4.1,25,0,26,28.36,497476.0,Warner,3
Pop,Apple Music,Espanol,Sabado,2020,211,121,0.49,0.571,0.626,<null>,-9.2,27,0,48,17.11,,Sony,2
Electronica,Apple Music,Espanol,Miercoles,2013,190,110,0.748,0.419,0.703,0.125,-3.6,22,1,34,5.5,452709.0,Universal,1
Pop,Spotify,Espanol,Domingo,2010,275,95,0.846,0.635,0.426,0.167,-7.0,52,0,20,1.06,135967.0,Universal,1
Cumbia,Deezer,Coreano,Jueves,2017,217,96,0.877,0.554,0.574,0.345,-14.7,53,0,1,11.0,153921.0,,0
Cumbia,Apple Music,Espanol,Jueves,2022,257,92,0.732,0.652,0.739,0.277,-6.8,96,0,15,1.48,164887.0,Universal,2
Cumbia,Apple Music,Frances,Sabado,2019,224,117,0.761,0.491,0.232,0.173,-10.6,79,0,11,7.14,309010.0,Warner,0
Hip-Hop,Deezer,Coreano,Sabado,2014,254,118,0.796,0.654,0.668,0.01,-9.7,20,1,13,0.19,343187.0,Sony,1
Pop,Spotify,Coreano,Jueves,2024,244,85,0.427,0.698,0.697,0.139,-5.5,26,0,51,6.91,,Independiente,1
Cumbia,Spotify,Frances,Viernes,2021,243,139,0.856,0.31,0.889,0.084,-8.1,33,3,7,7.05,56949.0,Independiente,2
Hip-Hop,YouTube Music,Frances,Viernes,2012,228,140,0.379,0.296,0.873,0.069,-14.8,26,2,25,8.54,253711.0,Warner,1
Cumbia,Spotify,Espanol,Lunes,2012,149,113,0.649,0.429,0.836,0.044,-8.0,92,0,25,7.2,485792.0,Warner,2
Cumbia,YouTube Music,Espanol,Lunes,2020,147,135,0.724,0.821,0.47,0.149,-5.9,92,0,10,1.74,234888.0,Universal,1
R&B,Spotify,Ingles,Viernes,2014,168,109,0.645,0.771,0.524,0.148,<null>,62,0,34,0.95,448728.0,Sony,1
Rock,Spotify,Ingles,Domingo,2019,257,86,0.455,0.704,0.848,0.037,-11.5,77,0,44,28.94,450678.0,Warner,3
Hip-Hop,Apple Music,Espanol,Viernes,2018,236,115,0.668,0.194,0.889,0.096,<null>,76,1,6,6.39,256493.0,Independiente,1
R&B,Spotify,Ingles,Martes,2019,196,110,0.787,0.565,0.735,0.222,-0.2,38,0,21,9.24,,Warner,1
Rock,YouTube Music,Ingles,Jueves,2022,268,123,0.827,0.547,0.634,0.169,-6.5,63,0,46,0.9,310233.0,Universal,2
Pop,YouTube Music,Frances,Jueves,2023,250,132,0.95,0.628,0.619,0.24,-9.4,2,1,40,0.62,6974.0,Sony,0
Reggaeton,Tidal,Ingles,Miercoles,2018,231,140,0.839,0.433,0.704,0.538,-14.1,33,0,36,0.56,62366.0,Independiente,1
Cumbia,YouTube Music,Ingles,Viernes,2017,238,98,0.766,0.565,0.669,0.294,<null>,34,0,7,0.42,402258.0,Independiente,0
Jazz,Spotify,Ingles,Viernes,2020,233,157,0.975,0.208,0.881,0.108,-9.1,63,0,25,10.28,366944.0,Independiente,3
Reggaeton,YouTube Music,Ingles,Lunes,2015,160,99,0.934,0.372,0.577,0.194,-6.9,80,1,7,5.73,358802.0,,2
Pop,YouTube Music,Coreano,Sabado,2017,211,118,0.39,0.271,0.374,0.199,-5.7,56,2,35,17.54,270109.0,Warner,1
Electronica,YouTube Music,Espanol,Lunes,2024,231,126,0.692,0.304,0.517,0.125,-13.0,61,0,51,20.64,111154.0,Universal,3
Cumbia,YouTube Music,Ingles,Sabado,2015,208,113,0.53,0.88,0.213,0.0,-6.7,16,1,11,2.69,47901.0,,0
Pop,Apple Music,Ingles,Jueves,2016,181,76,0.51,0.225,0.248,0.265,-3.6,8,0,20,4.62,98154.0,Sony,0
Reggaeton,Apple Music,Ingles,Jueves,2023,141,92,0.79,0.41,0.798,0.04,-14.9,28,0,38,47.27,301310.0,Independiente,3
R&B,YouTube Music,Espanol,Sabado,2010,177,111,0.75,0.661,0.832,0.045,<null>,29,1,45,5.62,,,3
Metal,Spotify,Espanol,Viernes,2014,247,122,0.227,0.711,0.375,0.112,-10.8,28,0,11,0.96,134905.0,Independiente,0
Jazz,Spotify,Espanol,Jueves,2024,232,98,0.825,0.316,0.486,0.149,-11.3,22,2,7,4.22,226959.0,Independiente,0
Jazz,YouTube Music,Espanol,Viernes,2014,146,126,0.287,0.867,0.638,0.043,<null>,22,0,8,24.09,472399.0,Warner,2
Hip-Hop,Spotify,Frances,Domingo,2016,240,125,0.414,0.58,0.63,0.233,-7.3,74,1,28,26.78,177870.0,Universal,3
Rock,Spotify,Ingles,Miercoles,2017,157,130,0.928,0.4,0.303,0.013,-4.1,100,0,39,5.27,374368.0,Sony,2
Clasica,Spotify,Espanol,Miercoles,2013,202,116,0.766,0.691,0.908,0.117,4.4,67,0,40,3.36,468447.0,Independiente,2
Clasica,YouTube Music,Ingles,Martes,2022,242,110,0.717,0.766,0.65,0.039,-13.4,10,1,6,14.1,35024.0,Sony,1
R&B,Spotify,Espanol,Lunes,2023,197,127,0.839,0.234,0.749,0.079,-8.0,71,1,12,25.74,388202.0,Warner,3
Cumbia,YouTube Music,Frances,Domingo,2018,154,115,0.596,0.846,0.873,0.44,-13.1,38,0,27,11.12,301202.0,Independiente,1
Reggaeton,Spotify,Ingles,Martes,2013,105,143,0.328,0.296,0.294,0.004,-3.9,42,0,28,5.54,103102.0,Universal,0
Reggaeton,Apple Music,Coreano,Miercoles,2020,172,96,0.527,0.904,0.786,0.183,-7.2,18,0,50,1.39,384051.0,Warner,1
Clasica,Apple Music,Espanol,Jueves,2018,192,148,0.825,0.138,0.666,0.304,-7.0,70,0,10,7.71,148215.0,Independiente,1
Electronica,YouTube Music,Portugues,Domingo,2013,225,129,0.318,0.551,0.554,<null>,-6.8,92,0,40,11.55,346355.0,Sony,2
Jazz,Spotify,Espanol,Lunes,2018,185,118,0.924,0.326,0.787,0.131,-7.4,86,0,22,12.28,210259.0,Independiente,3
Clasica,Deezer,Espanol,Lunes,2021,189,121,0.146,0.521,0.825,0.042,-12.3,6,1,42,14.5,451754.0,Independiente,1
R&B,Deezer,Espanol,Martes,2021,189,119,0.449,0.494,0.627,0.302,-13.1,9,0,0,7.84,23792.0,Sony,0
Rock,YouTube Music,Ingles,Lunes,2014,181,116,0.574,0.337,0.946,0.146,-9.3,11,0,3,1.56,167286.0,Universal,0
Hip-Hop,Tidal,Espanol,Miercoles,2013,284,143,0.76,0.367,0.116,0.321,-6.0,25,0,27,4.04,12476.0,Universal,0
Pop,Apple Music,Ingles,Jueves,2016,220,147,0.658,0.619,0.074,0.411,-2.0,8,0,0,3.35,,Independiente,0
Reggaeton,Apple Music,Portugues,Martes,2021,172,124,0.195,0.523,0.794,0.099,-6.7,97,0,17,4.19,85974.0,Warner,1
Pop,YouTube Music,Espanol,Jueves,2010,125,129,0.238,0.456,0.177,0.334,-8.6,27,0,46,4.66,167316.0,Warner,0
Hip-Hop,YouTube Music,Espanol,Sabado,2020,215,95,0.73,0.674,0.845,0.104,-7.7,16,2,43,1.22,93488.0,,1
Reggaeton,Tidal,Portugues,Martes,2023,268,106,0.616,0.258,0.811,0.567,-1.5,69,1,18,3.79,406819.0,Universal,2
Rock,YouTube Music,Ingles,Sabado,2012,230,125,0.634,0.205,0.864,0.057,-9.1,58,1,26,3.24,133664.0,Universal,1
Reggaeton,Deezer,Portugues,Viernes,2014,312,116,0.666,0.74,0.564,0.011,-7.1,19,2,6,1.21,22923.0,Universal,0
Pop,Spotify,Ingles,Domingo,2023,186,125,0.892,0.459,0.133,0.12,-1.2,65,0,35,3.48,40857.0,Universal,1
Pop,YouTube Music,Ingles,Lunes,2022,231,92,0.589,0.12,0.492,0.287,-7.7,72,0,8,0.57,295367.0,Independiente,0
Clasica,YouTube Music,Espanol,Viernes,2020,149,123,0.677,0.742,0.92,0.037,-0.6,85,1,12,3.91,285787.0,Warner,1
Hip-Hop,YouTube Music,Frances,Sabado,2021,139,159,0.533,0.287,0.594,0.078,-10.1,16,0,47,4.29,423721.0,Universal,0
Pop,Spotify,Frances,Lunes,2010,202,100,0.512,0.927,0.518,0.055,-12.3,43,1,46,3.36,157614.0,Sony,2
Reggaeton,YouTube Music,Coreano,Viernes,2024,256,123,0.737,0.417,0.625,0.42,-10.3,44,0,4,0.65,31236.0,Independiente,1
Metal,Tidal,Ingles,Jueves,2020,277,110,0.827,0.876,0.808,0.014,-5.4,45,0,39,4.62,63013.0,Sony,1
Rock,Spotify,Portugues,Miercoles,2016,212,135,0.828,0.835,0.139,0.084,<null>,97,2,22,26.36,,Independiente,3
Electronica,YouTube Music,Ingles,Martes,2018,173,121,0.73,0.309,0.987,0.286,-4.8,39,0,28,18.74,234173.0,Sony,2
Pop,Spotify,Ingles,Lunes,2023,121,108,0.895,0.444,0.844,0.181,-6.0,50,0,9,4.16,435413.0,Universal,1
Pop,Deezer,Portugues,Martes,2015,185,103,0.468,0.299,0.901,0.075,-5.3,11,1,35,12.83,382737.0,Independiente,0
Reggaeton,Apple Music,Espanol,Miercoles,2023,207,127,0.757,0.561,0.618,<null>,-8.8,92,2,23,6.35,432222.0,Warner,2
Reggaeton,Spotify,Espanol,Viernes,2013,186,110,0.731,0.125,0.378,<null>,-3.3,53,0,12,1.63,209658.0,Universal,0
Electronica,Spotify,Espanol,Domingo,2016,137,167,0.958,0.248,0.589,0.091,-8.0,63,1,29,0.63,,,1
Jazz,YouTube Music,Portugues,Domingo,2014,209,121,0.352,0.247,0.799,0.19,-5.3,46,3,17,5.68,285862.0,Sony,0
Cumbia,Spotify,Ingles,Jueves,2023,195,127,0.826,0.603,0.761,0.05,-0.4,85,1,13,12.66,189044.0,Independiente,3
Reggaeton,YouTube Music,Ingles,Sabado,2014,227,81,0.224,0.385,0.817,0.426,-9.9,52,0,40,23.17,25297.0,Universal,3
Rock,Deezer,Coreano,Martes,2014,176,121,0.874,0.386,0.402,0.172,-13.8,88,0,41,1.55,479249.0,Universal,1
Clasica,Tidal,Ingles,Sabado,2019,194,85,0.669,0.437,0.545,0.018,-7.5,39,0,28,10.31,178503.0,Sony,1
Rock,Spotify,Espanol,Viernes,2015,209,113,0.707,0.31,0.777,0.037,-8.0,56,0,8,0.82,423711.0,Universal,1
Hip-Hop,Deezer,Ingles,Sabado,2014,223,135,0.438,0.339,0.641,0.348,-9.4,57,0,11,23.13,111742.0,Independiente,2
Pop,YouTube Music,Portugues,Lunes,2024,189,151,0.749,0.39,0.75,0.254,-4.9,60,1,5,4.86,43011.0,Sony,1
Pop,Spotify,Espanol,Domingo,2019,178,141,0.697,0.533,0.626,0.364,-12.5,75,1,18,8.58,132657.0,Universal,3
Cumbia,Spotify,Ingles,Martes,2011,164,121,0.456,0.596,0.794,0.471,-11.2,48,1,46,1.09,98571.0,Universal,1
R&B,Spotify,Espanol,Domingo,2010,211,143,0.397,0.444,0.052,0.011,-7.5,79,0,16,3.21,261805.0,Universal,0
Jazz,YouTube Music,Ingles,Martes,2016,193,153,0.911,0.765,0.728,0.328,-10.2,10,0,18,0.45,457860.0,Universal,0
Hip-Hop,Spotify,Espanol,Domingo,2011,276,98,0.855,0.699,0.404,0.092,<null>,98,0,13,10.55,262591.0,Sony,2
Pop,Spotify,Espanol,Lunes,2014,201,140,0.615,0.418,0.676,0.354,-13.4,65,0,29,11.24,146012.0,Sony,1
Pop,YouTube Music,Ingles,Miercoles,2024,214,102,0.288,0.807,0.701,0.195,-5.6,5,0,40,14.43,,Universal,1
Rock,Apple Music,Coreano,Viernes,2019,245,114,0.894,0.527,0.83,0.02,-11.9,28,0,48,3.17,206284.0,Universal,1
Reggaeton,YouTube Music,Ingles,Sabado,2022,250,126,0.535,0.932,0.48,0.285,-5.5,41,0,51,1.05,33422.0,Sony,1
Jazz,YouTube Music,Coreano,Sabado,2021,190,141,0.912,0.778,0.686,<null>,-3.2,0,0,17,5.56,115613.0,Independiente,0
Electronica,Spotify,Ingles,Martes,2024,283,113,0.232,0.818,0.802,0.072,-9.5,24,0,51,6.15,255763.0,Independiente,1
Rock,Tidal,Espanol,Viernes,2010,293,96,0.673,0.375,0.535,0.556,-9.7,30,0,24,4.04,180837.0,Universal,0
Cumbia,Spotify,Espanol,Sabado,2010,195,82,0.753,0.751,0.629,0.172,-9.2,65,1,39,15.06,254413.0,Sony,3
Metal,Apple Music,Frances,Jueves,2021,208,111,0.499,0.341,0.664,0.019,-3.3,46,0,37,11.92,55649.0,Independiente,1
Reggaeton,YouTube Music,Ingles,Viernes,2024,221,146,0.421,0.333,0.415,0.104,-5.6,99,2,44,1.63,78884.0,Warner,1
Electronica,Spotify,Coreano,Viernes,2012,177,107,0.467,0.756,0.389,0.242,-12.0,36,0,42,1.74,296155.0,Independiente,0
Hip-Hop,Deezer,Espanol,Domingo,2024,206,140,0.579,0.574,0.943,0.27,-3.8,11,0,0,10.9,75224.0,Independiente,0
Rock,Apple Music,Espanol,Sabado,2023,168,102,0.251,0.207,0.571,<null>,-15.2,35,1,49,5.65,305666.0,Universal,0
Hip-Hop,Spotify,Ingles,Domingo,2013,205,119,0.671,0.188,0.746,0.103,-14.3,79,1,34,5.4,2324.0,Independiente,2
Metal,Deezer,Espanol,Lunes,2017,202,123,0.497,0.384,0.428,0.399,-6.6,7,0,49,1.8,143785.0,Independiente,0
Pop,Apple Music,Espanol,Domingo,2011,223,133,0.553,0.247,0.786,0.115,-6.7,90,0,11,22.39,376543.0,Universal,3
Pop,YouTube Music,Ingles,Sabado,2020,229,96,0.46,0.512,0.767,<null>,-12.6,43,0,41,6.91,425840.0,Universal,1
Pop,Apple Music,Ingles,Viernes,2021,206,111,0.762,0.462,0.74,0.022,-5.0,8,3,43,3.29,377951.0,Sony,1
Pop,YouTube Music,Espanol,Domingo,2012,260,140,0.672,0.831,0.599,0.112,-4.6,59,3,24,0.05,171189.0,Independiente,2
R&B,Spotify,Espanol,Sabado,2017,170,90,0.851,0.741,0.257,0.077,-8.2,22,0,34,4.84,497002.0,Independiente,1
Jazz,Spotify,Ingles,Sabado,2016,193,131,0.298,0.201,0.843,<null>,-10.1,9,0,46,14.89,175844.0,Independiente,1
Reggaeton,Apple Music,Ingles,Miercoles,2015,180,93,0.689,0.278,0.651,0.119,<null>,25,1,2,9.37,316577.0,Warner,0
Pop,Spotify,Ingles,Viernes,2020,269,114,0.712,0.339,0.642,0.195,-6.4,67,0,34,3.19,182847.0,Sony,2
Reggaeton,YouTube Music,Ingles,Jueves,2014,201,119,0.722,0.792,0.841,0.374,-12.2,68,1,25,25.26,363644.0,Sony,3
Reggaeton,Spotify,Frances,Sabado,2016,201,104,0.405,0.608,0.619,0.105,-10.0,69,2,34,1.49,297211.0,Universal,1
Pop,Spotify,Ingles,Viernes,2015,261,133,0.889,0.415,0.534,0.235,-4.6,17,1,46,2.24,33114.0,Independiente,1
Hip-Hop,Spotify,Coreano,Sabado,2013,148,121,0.79,0.661,0.131,0.028,-10.6,92,0,45,5.68,103712.0,Independiente,2
Hip-Hop,YouTube Music,Ingles,Lunes,2020,168,130,0.529,0.511,0.86,0.113,-11.0,78,3,45,1.24,201447.0,Universal,2
Electronica,YouTube Music,Espanol,Jueves,2019,204,104,0.72,0.476,0.313,0.168,-5.7,38,1,49,9.27,473384.0,Universal,1
Electronica,Spotify,Ingles,Lunes,2012,186,144,0.578,0.787,0.288,0.005,-6.1,87,0,9,12.35,,Universal,2
Pop,Apple Music,Ingles,Sabado,2022,244,133,0.735,0.599,0.674,0.166,1.1,46,1,25,5.44,101236.0,Universal,2
Hip-Hop,Spotify,Ingles,Miercoles,2012,152,114,0.476,0.681,0.895,0.119,-5.6,86,0,11,9.07,108928.0,Warner,3
Electronica,YouTube Music,Ingles,Domingo,2018,233,94,0.347,0.821,0.232,0.008,<null>,43,1,48,3.42,296216.0,Sony,0
Reggaeton,Spotify,Espanol,Miercoles,2021,169,145,0.853,0.417,0.403,0.154,-7.3,31,0,22,1.19,54322.0,,1
R&B,Apple Music,Ingles,Lunes,2020,220,98,0.427,0.614,0.904,0.152,-10.0,15,3,33,13.11,293659.0,Independiente,1
Electronica,YouTube Music,Portugues,Domingo,2018,245,126,0.602,0.439,0.852,0.043,-9.1,98,0,16,1.56,470371.0,Independiente,1
Pop,Tidal,Ingles,Miercoles,2019,284,119,0.381,0.1,0.821,0.069,-6.8,35,0,43,4.79,208636.0,Independiente,1
Pop,Spotify,Ingles,Sabado,2011,149,116,0.741,0.314,0.557,0.24,-5.6,38,2,45,0.63,2230.0,Universal,2
Electronica,YouTube Music,Coreano,Lunes,2024,214,95,0.93,0.436,0.556,0.247,-4.1,58,1,36,10.35,,Sony,1
Pop,Apple Music,Ingles,Domingo,2020,248,98,0.556,0.443,0.466,0.099,-3.4,69,0,12,6.67,70774.0,Universal,1
Reggaeton,Tidal,Espanol,Martes,2015,212,146,0.732,0.376,0.543,0.206,2.7,75,2,12,32.75,400512.0,Universal,3
Cumbia,Spotify,Portugues,Viernes,2010,225,123,0.75,0.59,0.816,0.451,-13.8,80,0,12,38.38,467802.0,Warner,3
Reggaeton,Spotify,Espanol,Martes,2010,181,137,0.602,0.785,0.646,0.294,-10.7,40,0,10,10.64,339112.0,Independiente,2
Hip-Hop,Tidal,Ingles,Miercoles,2024,196,73,0.397,0.375,0.702,0.026,-10.0,42,0,48,11.94,151140.0,Universal,2
Electronica,Spotify,Espanol,Lunes,2020,178,108,0.872,0.357,0.877,0.067,2.5,41,1,37,3.78,,Sony,3
Hip-Hop,Spotify,Espanol,Lunes,2024,234,134,0.521,0.083,0.811,0.04,-9.3,70,1,8,12.53,353285.0,Independiente,3
Reggaeton,Spotify,Espanol,Domingo,2010,284,105,0.436,0.543,0.649,0.129,-3.3,69,1,18,0.63,5596.0,Sony,1
Cumbia,YouTube Music,Ingles,Sabado,2010,216,82,0.713,0.155,0.198,0.276,-4.4,91,0,35,0.43,484905.0,Sony,0
Hip-Hop,Spotify,Espanol,Lunes,2017,212,131,0.753,0.348,0.647,0.183,-6.3,6,0,13,3.11,411129.0,Independiente,0
Cumbia,Tidal,Espanol,Lunes,2021,124,78,0.644,0.438,0.49,0.172,-10.1,69,0,46,4.14,,Universal,0
Cumbia,Apple Music,Portugues,Viernes,2014,207,126,0.864,0.337,0.938,0.024,-10.3,44,2,12,2.54,193140.0,Universal,1
Pop,Spotify,Portugues,Jueves,2022,232,122,0.828,0.849,0.721,0.174,-4.0,22,1,49,0.51,473352.0,,1
Pop,Apple Music,Portugues,Domingo,2022,143,111,0.309,0.795,0.523,0.07,<null>,67,1,8,32.83,135445.0,Universal,3
Pop,Spotify,Portugues,Martes,2012,216,118,0.368,0.82,0.366,<null>,<null>,66,0,0,34.88,451747.0,Warner,3
Pop,YouTube Music,Ingles,Miercoles,2010,209,117,0.497,0.687,0.682,0.01,-12.6,59,0,48,6.35,373346.0,Sony,1
Pop,YouTube Music,Frances,Lunes,2012,129,134,0.526,0.242,0.15,<null>,-1.4,21,1,1,5.67,36893.0,Warner,0
Jazz,Apple Music,Ingles,Martes,2014,226,127,0.419,0.389,0.805,<null>,-3.8,24,0,45,7.92,66589.0,Warner,0
Pop,Spotify,Ingles,Jueves,2016,193,138,0.52,0.406,0.562,0.055,-4.2,71,1,5,13.67,290340.0,Independiente,2
Rock,YouTube Music,Ingles,Martes,2023,215,158,0.951,0.646,0.615,0.197,-7.5,48,0,2,0.72,46541.0,Sony,0
R&B,YouTube Music,Espanol,Miercoles,2014,222,101,0.299,0.357,0.789,0.085,-10.1,99,0,29,2.36,27398.0,Sony,2
Pop,YouTube Music,Portugues,Domingo,2021,179,115,0.344,0.312,0.943,0.246,1.4,5,0,18,9.22,106804.0,Independiente,0
Clasica,YouTube Music,Ingles,Lunes,2010,223,101,0.776,0.749,0.87,0.103,-7.9,2,1,40,3.18,169065.0,Universal,1
Rock,Spotify,Espanol,Domingo,2019,189,142,0.899,0.38,0.843,0.211,-11.9,51,1,0,15.47,360855.0,Universal,2
Pop,Tidal,Espanol,Domingo,2014,215,113,0.544,0.247,0.235,0.361,-6.3,44,3,44,12.88,323358.0,Universal,1
Jazz,Spotify,Espanol,Miercoles,2014,184,114,0.65,0.603,0.559,0.148,<null>,73,0,1,28.92,411557.0,Sony,3
Electronica,Spotify,Frances,Domingo,2012,253,117,0.555,0.644,0.619,0.175,-15.5,14,0,36,17.83,169660.0,Warner,1
R&B,YouTube Music,Coreano,Domingo,2013,237,101,0.673,0.718,0.735,0.44,-10.0,37,1,21,0.84,422673.0,Sony,0
Metal,Deezer,Ingles,Lunes,2013,196,70,0.605,0.725,0.516,0.524,-4.9,34,0,2,0.36,188394.0,Sony,0
Clasica,YouTube Music,Espanol,Jueves,2022,238,123,0.681,0.649,0.428,0.02,-2.1,61,3,1,7.83,497961.0,Warner,1
Rock,Spotify,Espanol,Sabado,2021,193,104,0.74,0.471,0.25,0.033,0.9,48,0,29,5.07,284390.0,Universal,0
Pop,Spotify,Portugues,Miercoles,2013,218,119,0.619,0.51,0.422,<null>,-6.5,45,2,6,4.95,58348.0,Sony,2
Metal,Apple Music,Espanol,Martes,2018,176,165,0.294,0.598,0.49,0.185,-10.5,39,1,36,2.78,335946.0,Universal,0
Clasica,Tidal,Coreano,Sabado,2011,248,151,0.831,0.661,0.65,0.225,-2.8,58,0,18,14.2,354750.0,Warner,1
Cumbia,Spotify,Ingles,Domingo,2018,205,112,0.892,0.623,0.378,0.418,-12.4,49,3,0,21.75,16516.0,Sony,3
Hip-Hop,YouTube Music,Frances,Jueves,2015,183,124,0.761,0.755,0.211,0.18,1.6,92,0,32,5.06,214928.0,Warner,1
Hip-Hop,Spotify,Ingles,Miercoles,2017,219,129,0.704,0.203,0.701,0.222,-4.0,33,1,45,17.51,440709.0,Universal,3
Metal,YouTube Music,Ingles,Sabado,2010,140,132,0.632,0.65,0.786,0.419,-12.5,7,0,50,16.44,89478.0,Sony,2
Rock,Tidal,Ingles,Lunes,2019,169,104,0.85,0.787,0.827,0.415,-9.7,47,0,28,8.6,381169.0,,2
Cumbia,Apple Music,Portugues,Sabado,2021,198,108,0.497,0.719,0.687,0.073,-11.7,82,0,7,2.22,248516.0,Independiente,0
R&B,Spotify,Portugues,Jueves,2024,215,133,0.799,0.798,0.528,0.066,-10.1,84,1,46,16.97,346282.0,,3
